Cell Name;Region Name;Person Name;Activity;Start Time;End Time
C11;LAYERING_Receiving;LAY-3;Rolling-Receiver;14:04:04;14:07:55
C10;LAYERING_Receiving;LAY-3;Sit;14:07:59;14:08:26
C10;LAYERING_Receiving;LAY-3;Assiting;14:08:29;14:08:57
C11;LAYERING_Receiving;LAY-3;Sit;14:09:00;14:10:03
B11;LAYERING_TempoStore;LAY-5;Assiting;14:03:59;14:10:00
E8;LAYERING_Receiving;LAY-6;Sit;14:03:54;14:06:31
C8;LAYERING_Receiving;LAY-6;Walk;14:06:43;14:06:48
C11;LAYERING_Receiving;LAY-1;Walk;14:10:34;14:10:42
C7;LAYERING_Receiving;LAY-1;Lifting;14:10:47;14:10:59
B7;LAYERING_Receiving;LAY-1;Walk;14:10:59;14:11:11
C7;LAYERING_Receiving;LAY-1;Lifting;14:11:11;14:11:19
C7;LAYERING_Receiving;LAY-1;Walk;14:11:19;14:11:27
D6;LAYERING_Receiving;LAY-2;Stand;14:10:13;14:10:22
D7;LAYERING_Receiving;LAY-2;Assiting;14:10:22;14:10:27
C8;LAYERING_Receiving;LAY-2;Walk;14:10:27;14:10:35
C7;LAYERING_Receiving;LAY-2;Stand;14:11:05;14:11:19
D7;LAYERING_Receiving;LAY-2;Lifting;14:11:20;14:11:27
C11;LAYERING_Receiving;LAY-7;Sit;14:10:19;14:10:53
C9;LAYERING_Receiving;LAY-7;Stand;14:10:54;14:11:19
C8;LAYERING_Receiving;LAY-7;Lifting;14:11:20;14:11:27
B12;LAYERING_TempoStore;LAY-5;Sorting;14:10:15;14:11:26
D12;LAYERING_Feeding;LAY-1;Rolling-Feeder;14:46:41;14:52:16
A11;LAYERING_TempoStore;LAY-1;Lifting;14:52:19;14:52:44
C6;LAYERING_Feeding;LAY-1;Rolling-Feeder;14:52:49;14:53:15
A11;LAYERING_TempoStore;LAY-1;Lifting;14:53:16;14:53:53
C8;LAYERING_Receiving;LAY-2;Rolling-Receiver;14:46:35;14:52:01
C8;LAYERING_Receiving;LAY-2;Sit;14:52:10;14:53:17
C8;LAYERING_Receiving;LAY-2;Rolling-Receiver;14:53:25;14:53:52
C9;LAYERING_Receiving;LAY-6;Sit;14:46:40;14:53:53
D12;LAYERING_Feeding;LAY-1;Walk;14:53:57;14:54:00
A10;LAYERING_TempoStore;LAY-1;Lifting;14:54:02;14:54:36
C7;LAYERING_Receiving;LAY-1;Stand;14:54:36;14:55:03
B6;LAYERING_Receiving;LAY-1;Walk;14:55:09;14:55:30
D13;LAYERING_Feeding;LAY-1;Rolling-Feeder;14:55:33;14:56:17
C7;LAYERING_Receiving;LAY-2;Sit;14:54:00;14:55:29
C7;LAYERING_Receiving;LAY-2;Rolling-Receiver;14:55:38;14:56:18
C9;LAYERING_Receiving;LAY-6;Sit;14:54:00;14:55:18
D12;LAYERING_Feeding;LAY-6;Rolling-Feeder;14:55:23;14:56:02
C7;LAYERING_Receiving;LAY-6;Stand;14:56:05;14:56:19
B10;LAYERING_TempoStore;LAY-7;Lifting;14:25:42;14:26:59
B11;LAYERING_TempoStore;LAY-6;Lifting;14:26:06;14:26:59
B10;LAYERING_TempoStore;LAY-7;Sorting;14:27:06;14:27:27
B12;LAYERING_TempoStore;LAY-7;Lifting;14:27:29;14:27:37
B9;LAYERING_Receiving;LAY-7;Sorting;14:27:44;14:28:13
B10;LAYERING_TempoStore;LAY-7;Lifting;14:28:17;14:28:30
B7;LAYERING_Receiving;LAY-7;Sorting;14:28:33;14:29:22
B12;LAYERING_TempoStore;LAY-7;Lifting;14:29:26;14:29:44
A11;LAYERING_TempoStore;LAY-7;Stand;14:29:52;14:30:35
B10;LAYERING_TempoStore;LAY-7;Lifting;14:30:38;14:30:54
B12;LAYERING_TempoStore;LAY-7;Lifting;14:31:00;14:31:16
B10;LAYERING_TempoStore;LAY-7;Sorting;14:31:19;14:31:36
B10;LAYERING_TempoStore;LAY-7;Lifting;14:31:40;14:31:57
B8;LAYERING_Receiving;LAY-7;Sorting;14:31:59;14:32:18
B11;LAYERING_TempoStore;LAY-7;Lifting;14:32:24;14:32:42
B8;LAYERING_Receiving;LAY-7;Sorting;14:32:47;14:33:13
B12;LAYERING_TempoStore;LAY-7;Lifting;14:33:17;14:33:41
B9;LAYERING_Receiving;LAY-7;Stand;14:33:45;14:34:53
B12;LAYERING_TempoStore;LAY-7;Lifting;14:35:01;14:35:37
B11;LAYERING_TempoStore;LAY-7;Walk;14:35:56;14:36:21
A12;LAYERING_TempoStore;LAY-6;Sorting;14:27:07;14:27:31
A12;LAYERING_TempoStore;LAY-6;Lifting;14:27:35;14:27:52
A12;LAYERING_TempoStore;LAY-6;Sorting;14:27:54;14:28:18
A10;LAYERING_TempoStore;LAY-6;Lifting;14:28:22;14:28:43
A11;LAYERING_TempoStore;LAY-6;Sorting;14:28:49;14:29:26
A15;LAYERING_TempoStore;LAY-6;Lifting;14:29:29;14:29:48
B10;LAYERING_TempoStore;LAY-6;Stand;14:29:52;14:30:09
B12;LAYERING_TempoStore;LAY-6;Sorting;14:35:34;14:36:24
B15;LAYERING_TempoStore;LAY-6;Lifting;14:36:32;14:36:42
B10;LAYERING_TempoStore;LAY-6;Sorting;14:36:47;14:37:23
B12;LAYERING_TempoStore;LAY-6;Lifting;14:37:26;14:37:49
A10;LAYERING_TempoStore;LAY-6;Sorting;14:37:54;14:38:37
A12;LAYERING_TempoStore;LAY-6;Lifting;14:38:40;14:39:08
B9;LAYERING_Receiving;LAY-5;Stand;14:29:49;14:30:11
A11;LAYERING_TempoStore;LAY-5;Lifting;14:30:15;14:30:41
A12;LAYERING_TempoStore;LAY-5;Sorting;14:30:42;14:31:39
A12;LAYERING_TempoStore;LAY-6;Lifting;14:31:41;14:32:13
A11;LAYERING_TempoStore;LAY-5;Sorting;14:32:17;14:33:03
A11;LAYERING_TempoStore;LAY-5;Lifting;14:33:05;14:33:15
A12;LAYERING_TempoStore;LAY-5;Sorting;14:33:19;14:33:47
A11;LAYERING_TempoStore;LAY-5;Lifting;14:33:50;14:34:04
A12;LAYERING_TempoStore;LAY-5;Sorting;14:34:07;14:34:55
A12;LAYERING_TempoStore;LAY-5;Lifting;14:34:58;14:35:14
B11;LAYERING_TempoStore;LAY-5;Walk;14:35:17;14:35:35
B9;LAYERING_Receiving;LAY-5;Sorting;14:35:39;14:36:30
B9;LAYERING_Receiving;LAY-5;Lifting;14:36:34;14:36:50
A11;LAYERING_TempoStore;LAY-5;Sorting;14:36:53;14:37:21
A11;LAYERING_TempoStore;LAY-5;Lifting;14:37:24;14:37:43
B10;LAYERING_TempoStore;LAY-5;Sorting;14:37:46;14:38:42
